Prospectus Type,Document Type,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,ISIN,First Passporting Date,Last Update Date,National Document ID,Consideration offered,Issuer(s) Name / LEI,Host Member State(s)
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/12/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546350,,11/02/2023,FTWS113061,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/12/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546343,,11/02/2023,FTWS113062,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/12/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546335,,08/09/2023,FTWS113065,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/12/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546608,,16/02/2024,FTWS113059,Max 80000000,WOOD SEEDS s.r.o. - 3157004CFGD745LKYZ81,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/12/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546590,,16/02/2024,FTWS113058,Max 60000000,WOOD SEEDS s.r.o. - 3157004CFGD745LKYZ81,
Standalone Prospectus,Standalone prospectus,,03/12/2022,CZECHIA,Shares,CZ0009010229,,03/12/2022,STDA100314,1380000000,"Partners BankIn, a.s. - 315700SJ3C1YMIIBOS48",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/12/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546574,,26/03/2024,FTWS113756,36000000,RSBC Development Financing s.r.o. - 31570021QOVSCF89J947,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/12/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546442,,02/01/2023,FTWS114044,Max 50000000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,30/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546491,,24/06/2023,FTWS112960,Max 200000000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,30/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546533,,13/04/2023,FTWS113057,Max 500000,PRESTON Business s.r.o. - 984500CC4077MT3D7457,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,28/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546426,,22/01/2023,FTWS112976,15000000,"SMV REZIDENČNÍ PROJEKTY, s.r.o. - 315700JOVKQUXD04PB89",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,28/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546053,,14/09/2023,FTWS112465,From 80000000 to 120000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,28/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546061,,14/09/2023,FTWS112466,From 80000000 to 120000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,28/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546236,,14/09/2023,FTWS112467,27000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",05/01/2023,28/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546376,05/01/2023,05/01/2023,FTWS112468,Max 200000000,"PREMIOT realitní, a.s. - 315700XQ1Z02IPG16R88",SLOVAKIA
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",05/01/2023,28/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546368,05/01/2023,05/01/2023,FTWS112469,Max 400000,"PREMIOT realitní, a.s. - 315700XQ1Z02IPG16R88",SLOVAKIA
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003707689,,02/12/2022,FTWS112470,Max 100000000,"ČSNF SICAV, a.s. - 315700W6G9P6GUDNEO09",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545873,,03/12/2022,FTWS112959,Max 150000000,"Czech Home Capital, a.s. - 315700A4SBFZ0GEGDH82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,23/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546145,,12/03/2024,FTWS112463,45000000,Fidurock Project Financing a.s. - 315700XP2AGET2QQS756,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546194,,30/10/2023,FTWS112457,300000000,SOLEK HOLDING SE - 3157002ROYBXWRTXZ748,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546186,,30/10/2023,FTWS112458,300000000,SOLEK HOLDING SE - 3157002ROYBXWRTXZ748,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546228,,13/09/2023,FTWS112464,750000000,POLYMER NANO CENTRUM s.r.o. - 315700QOCKU2X364SI23,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546103,,16/08/2023,FTWS112454,Max 100000000,PROGRESUS RD Rýmařov a.s. - 315700LIJ10U3PDRUI40,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546111,,16/08/2023,FTWS112453,Max 100000000,PROGRESUS RD Rýmařov a.s. - 315700LIJ10U3PDRUI40,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546095,,16/08/2023,FTWS112455,Max 100000000,PROGRESUS RD Rýmařov a.s. - 315700LIJ10U3PDRUI40,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546129,,22/11/2022,FTWS112446,30000000,Euro Holiday House s.r.o. - 315700RW7SZNT4W03M63,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546137,,22/11/2022,FTWS112447,30000000,Euro Holiday House s.r.o. - 315700RW7SZNT4W03M63,
Standalone Prospectus,Standalone prospectus,,17/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003707671,,26/11/2022,STDA100310,1500000000,"MONETA Money Bank, a.s. - I6USJ58BDV2BO5KP3C31",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,16/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546020,,26/03/2024,FTWS112445,130000000,DRFG Bond Investment 2022 s.r.o. - 3157008NSWT620J52F19,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,16/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003546012,,26/03/2024,FTWS112448,91000000,DRFG Bond Investment 2022 s.r.o. - 3157008NSWT620J52F19,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/11/2022,CZECHIA,Derivative securities,CZ0000304597,,31/05/2023,FTWS112431,Max 2500000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003707549,,29/03/2024,FTWS112427,Max 1250000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003707663,,29/03/2024,FTWS112430,Max 2000000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,09/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545865,,07/02/2023,FTWS112456,Max 75000000,BOHEMIA HEALING MARIENBAD WATERS a.s. - 3157007UTRCPS5QY7632,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,09/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545899,,02/01/2023,FTWS112342,Max 30000000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003707556,,26/03/2024,FTWS112433,350000000,"UNICREDIT BANK CZECH REPUBLIC AND SLOVAKIA, A.S. - KR6LSKV3BTSJRD41IF75",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545741,,16/08/2023,FTWS112340,Max 200000000,PROGRESUS RD Rýmařov a.s. - 315700LIJ10U3PDRUI40,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545584,,24/06/2023,FTWS123547,Max 150000000,UNICAPITAL Invest VII a.s. - 315700APRL63BA9U3I71,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545709,,11/02/2023,FTWS112426,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545691,,16/11/2022,FTWS112432,50000000,WOOD SEEDS s.r.o. - 3157004CFGD745LKYZ81,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545527,,19/11/2022,FTWS112440,Max 1000000000,UNICAPITAL Invest VI a.s. - 3157000U0L8QVG05ZO94,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545758,,13/04/2023,FTWS126999,Max 20000000,PRESTON Business s.r.o. - 984500CC4077MT3D7457,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545592,,02/01/2023,FTWS112341,Max 500000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545642,,12/04/2023,FTWS112435,Max 50000000,CREDITAS Invest I a.s. - 315700O4JZU78K2DVT83,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545659,,12/04/2023,FTWS112436,Max 75000000,CREDITAS Invest I a.s. - 315700O4JZU78K2DVT83,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545725,,12/04/2023,FTWS112437,Max 75000000,CREDITAS Invest I a.s. - 315700O4JZU78K2DVT83,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545675,,12/04/2023,FTWS112439,Max 75000000,CREDITAS Invest I a.s. - 315700O4JZU78K2DVT83,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545667,,12/04/2023,FTWS112438,Max 75000000,CREDITAS Invest I a.s. - 315700O4JZU78K2DVT83,
Standalone Prospectus,Standalone prospectus,,02/11/2022,CZECHIA,Shares,CZ0008044104,,05/11/2022,STDA100300,Max 450000000,TRINITY BANK a.s. - 31570010000000039380,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,01/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545501,,22/02/2023,FTWS112441,15000000,Jarabák s.r.o. - 3157007CFC78UQTFQJ33,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,01/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545519,,22/02/2023,FTWS112442,15000000,Jarabák s.r.o. - 3157007CFC78UQTFQJ33,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,01/11/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545543,,02/01/2023,FTWS112339,Max 80000000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,27/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545535,,24/06/2023,FTWS112330,Max 300000000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Standalone Prospectus,Standalone prospectus,,25/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544983,,12/11/2022,STDA100301,From 1000000000 to 2000000000,"J&T ARCH CONVERTIBLE SICAV, a.s. - 315700SLKMA8ZW6XPB06",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545402,,27/10/2022,FTWS112303,50000000,"Investhy, a.s. - 315700ATIB3CQKX9JI82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545394,,27/10/2022,FTWS112304,50000000,"Investhy, a.s. - 315700ATIB3CQKX9JI82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545147,,12/03/2024,FTWS112178,45000000,Fidurock Project Financing a.s. - 315700XP2AGET2QQS756,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545154,,12/03/2024,FTWS112179,45000000,Fidurock Project Financing a.s. - 315700XP2AGET2QQS756,
Standalone Prospectus,Standalone prospectus,,24/10/2022,CZECHIA,Shares,CS0008425153,,27/10/2022,STDA100298,Max 100000000,"Lázně Poděbrady, a.s. - 315700S3OY7VOEXE5Z88",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,21/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545253,,23/03/2023,FTWS112326,Max 40000000,ALEMAR Food Group s.r.o. - 315700L63KOVVLIKGM26,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,20/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545261,,24/06/2023,FTWS112328,Max 300000000,UNICAPITAL Invest VII a.s. - 315700APRL63BA9U3I71,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,20/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545279,,24/06/2023,FTWS112329,Max 300000000,UNICAPITAL Invest VII a.s. - 315700APRL63BA9U3I71,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,20/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003539074,,27/10/2022,FTWS112165,50000000,"Investhy, a.s. - 315700ATIB3CQKX9JI82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,20/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003539231,,27/10/2022,FTWS112166,50000000,"Investhy, a.s. - 315700ATIB3CQKX9JI82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,20/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003539249,,27/10/2022,FTWS112167,50000000,"Investhy, a.s. - 315700ATIB3CQKX9JI82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,20/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003539264,,27/10/2022,FTWS112168,100000000,"Investhy, a.s. - 315700ATIB3CQKX9JI82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545212,,24/01/2023,FTWS112162,40000000,BICZ Bond s.r.o. - 315700EXUNVZ0H04PT51,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545220,,24/01/2023,FTWS112163,20000000,BICZ Bond s.r.o. - 315700EXUNVZ0H04PT51,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545238,,24/01/2023,FTWS112164,40000000,BICZ Bond s.r.o. - 315700EXUNVZ0H04PT51,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,17/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545113,,06/06/2023,FTWS112158,Max 150000000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,17/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545048,,14/09/2023,FTWS112149,From 50000000 to 75000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,17/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544991,,14/09/2023,FTWS112152,From 80000000 to 120000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,17/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544967,,14/09/2023,FTWS112151,From 80000000 to 120000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,17/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544868,,14/09/2023,FTWS112153,From 50000000 to 75000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/10/2022,CZECHIA,Derivative securities,CZ0000304498,,31/05/2023,FTWS112306,Max 2500000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545097,,24/10/2022,FTWS112161,Max 200000000,"WOOD & Company Financial Services, a.s. - 549300UYJKOXE3HB8L79",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,12/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003545105,,23/03/2023,FTWS112325,Max 25000000,ALEMAR Food Group s.r.o. - 315700L63KOVVLIKGM26,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,10/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544876,,07/02/2023,FTWS112148,Max 75000000,BOHEMIA HEALING MARIENBAD WATERS a.s. - 3157007UTRCPS5QY7632,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544827,,11/02/2023,FTWS112425,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544819,,11/02/2023,FTWS112424,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544801,,08/09/2023,FTWS112423,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544587,,24/10/2022,FTWS112180,13000000,DRFG ProjectBond Investment I. s.r.o. - 315700YWHC57MUNGA784,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543886,,23/03/2023,FTWS112323,Max 80000000,ALEMAR Food Group s.r.o. - 315700L63KOVVLIKGM26,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543894,,23/03/2023,FTWS112324,Max 80000000,ALEMAR Food Group s.r.o. - 315700L63KOVVLIKGM26,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544744,,03/12/2022,FTWS112095,Max 6000000,"Czech Home Capital, a.s. - 315700A4SBFZ0GEGDH82",
Standalone Prospectus,Standalone prospectus,,04/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003529943,,20/10/2022,STDA100292,Max 1000000000,Rohlik.cz Finance a.s. - 315700YT8ORK8BM4VV06,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003707457,,29/03/2024,FTWS111785,Max 49000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0000304456,,31/05/2023,FTWS111786,Max 2500000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,03/10/2022,CZECHIA,Derivative securities,CZ0000304464,,31/05/2023,FTWS111787,Max 95000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Standalone Prospectus,Standalone prospectus,,01/10/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542888,,12/10/2022,STDA100296,Max 300000000,"Saunia Finance, s.r.o. - 315700WIUGNSYW92XJ36",
Standalone Prospectus,Standalone prospectus,,30/09/2022,CZECHIA,Shares,CZ0005138529,,02/10/2022,STDA100290,71750000,HARDWARIO a.s. - 315700SJDI4EU8DXF768,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544413,,06/06/2023,FTWS111433,Max 1500000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544405,,06/06/2023,FTWS111432,Max 150000000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544397,,06/06/2023,FTWS111434,Max 150000000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544553,,02/01/2023,FTWS112094,Max 50000000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544520,,13/04/2023,FTWS111627,Max 20000000,PRESTON Business s.r.o. - 984500CC4077MT3D7457,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544546,,23/09/2022,FTWS111385,From 10000000 to 15000000,CEE Real Estate a.s. - 315700COD607IT93V359,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544561,,03/01/2023,FTWS112091,Max 100000000,PORTIVA Automotive Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544595,,03/01/2023,FTWS112093,Max 100000000,PORTIVA Automotive Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544579,,03/01/2023,FTWS112092,Max 100000000,PORTIVA Automotive Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,20/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544421,,02/01/2023,FTWS111686,Max 70000000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544447,,16/11/2022,FTWS111781,100000000,WOOD SEEDS s.r.o. - 3157004CFGD745LKYZ81,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543985,,26/03/2024,FTWS111780,195000000,DRFG Bond Investment 2022 s.r.o. - 3157008NSWT620J52F19,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543977,,26/03/2024,FTWS111789,325000000,DRFG Bond Investment 2022 s.r.o. - 3157008NSWT620J52F19,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544132,,24/01/2023,FTWS111380,10000000,BICZ Bond s.r.o. - 315700EXUNVZ0H04PT51,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,14/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544389,,06/06/2023,FTWS111427,Max 45000000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Standalone Prospectus,Standalone prospectus,,14/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544371,,20/10/2022,STDA100286,Max 150000000,"PASSERINVEST FINANCE, a.s. - 315700IQN80JFRRV3L05",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,09/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544256,,16/08/2023,FTWS111359,Max 2000000,PROGRESUS RD Rýmařov a.s. - 315700LIJ10U3PDRUI40,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,09/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544272,,16/08/2023,FTWS111360,Max 2000000,PROGRESUS RD Rýmařov a.s. - 315700LIJ10U3PDRUI40,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544041,,26/03/2024,FTWS111778,90000000,RSBC Development Financing s.r.o. - 31570021QOVSCF89J947,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544058,,26/03/2024,FTWS111779,40000000,RSBC Development Financing s.r.o. - 31570021QOVSCF89J947,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544066,,26/03/2024,FTWS111788,180000000,RSBC Development Financing s.r.o. - 31570021QOVSCF89J947,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544223,,24/06/2023,FTWS111373,Max 300000000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544199,,24/06/2023,FTWS111372,Max 200000000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544215,,24/06/2023,FTWS111374,Max 200000000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
